Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
03-07-2022,15:00:00,8.2891,26.5741,8.7219,30.8776,34,1
03-07-2022,15:20:00,8.3002,22.0659,17.4744,16.9987,32,1
03-07-2022,15:40:00,8.4302,29.3207,9.4759,16.0739,30,1
03-07-2022,16:00:00,6.449,26.1909,17.626,28.4961,28,1
03-07-2022,16:20:00,6.4033,22.48,11.268,36.9802,27,1
03-07-2022,16:40:00,5.9807,23.3947,18.572,33.0221,26,1
03-07-2022,17:00:00,8.4121,23.31,7.7995,30.9429,25,1
03-07-2022,17:20:00,6.1894,22.3307,9.8827,25.1968,25,1
03-07-2022,17:40:00,6.8808,26.0956,14.7657,24.9728,25,1
03-07-2022,18:00:00,7.2197,28.5186,10.9339,39.1055,24,1
03-07-2022,18:20:00,5.6766,24.4022,17.0446,18.0573,24,1
03-07-2022,18:40:00,6.5675,20.241,11.1199,38.0908,23,1
03-07-2022,19:00:00,5.9189,21.6648,17.0735,35.7322,22,1
03-07-2022,19:20:00,7.4546,27.1802,16.426,21.8853,22,1
03-07-2022,19:40:00,8.2698,30.292,19.3824,38.1846,22,1
03-07-2022,20:00:00,8.0579,30.0528,6.6046,28.7586,22,1
03-07-2022,20:20:00,7.0538,27.0401,14.6265,30.7694,24,1
03-07-2022,20:40:00,7.2844,21.9722,14.9888,30.8509,26,1
03-07-2022,21:00:00,7.5099,26.7082,13.3478,39.9838,28,1
03-07-2022,21:20:00,7.8768,22.9789,19.1415,32.0428,30,1
03-07-2022,21:40:00,6.1288,23.3573,12.6908,26.3628,32,1
03-07-2022,22:00:00,8.7043,24.6697,9.2169,32.9345,34,1
03-07-2022,22:20:00,7.4096,24.1437,19.1026,33.7794,34,1
03-07-2022,22:40:00,5.8296,28.3037,19.8472,26.5145,34,1
03-07-2022,23:00:00,8.7382,23.9603,9.4435,18.5392,35,1
03-07-2022,23:20:00,8.0161,24.2404,7.5601,31.4123,33,1
03-07-2022,23:40:00,7.7845,24.6937,10.1358,19.5262,31,1
03-07-2022,00:00:00,8.7605,25.2288,11.9503,39.1983,29,1
03-07-2022,00:20:00,8.6632,19.5464,10.6688,34.3877,28,1
03-07-2022,00:40:00,8.5029,28.606,12.6344,30.9057,27,1
03-07-2022,01:00:00,5.9841,21.3711,5.9266,16.705,26,1
03-07-2022,01:20:00,6.4693,24.8252,18.7893,35.6288,25,1
03-07-2022,01:40:00,8.7567,22.5519,12.8726,18.4323,25,1
03-07-2022,02:00:00,6.9915,24.603,7.7762,34.8023,24,1
03-07-2022,02:20:00,6.6439,19.6338,19.3662,27.7979,24,1
03-07-2022,02:40:00,6.0896,28.0819,7.3273,36.2539,24,1
03-07-2022,03:00:00,5.8496,24.4972,6.9318,31.7216,23,1
03-07-2022,03:20:00,8.1174,29.5814,17.6899,20.5078,23,1
03-07-2022,03:40:00,8.8255,27.6974,6.5021,17.0317,23,1
03-07-2022,04:00:00,5.6488,23.9827,11.9341,25.0602,23,1
03-07-2022,04:20:00,8.4894,24.5868,11.2148,35.244,24,1
03-07-2022,04:40:00,5.8885,22.9504,15.8205,35.8613,25,1
03-07-2022,05:00:00,7.8215,30.7503,12.8404,36.1282,27,1
03-07-2022,05:20:00,6.2406,29.9579,7.7954,23.0762,29,1
03-07-2022,05:40:00,8.0972,29.3025,13.0729,19.4913,31,1
03-07-2022,06:00:00,6.034,20.0187,16.5142,35.2839,33,1
03-07-2022,06:20:00,8.4799,27.1716,14.0838,21.9549,33,1
03-07-2022,06:40:00,8.3685,21.7744,14.8235,27.5892,32,1
03-07-2022,07:00:00,8.0159,28.0332,5.7672,18.4779,32,1
04-07-2022,07:20:00,8.0098,28.3077,19.5481,38.6595,31,1
04-07-2022,07:40:00,5.9887,20.171,9.2822,16.5745,29,1
04-07-2022,08:00:00,6.1493,27.1579,13.146,30.9554,28,1
04-07-2022,08:20:00,6.9987,30.4086,10.196,31.0407,27,1
04-07-2022,08:40:00,6.1451,18.6826,17.0685,38.2575,27,1
04-07-2022,09:00:00,8.6099,24.6131,17.8644,25.8591,26,1
04-07-2022,09:20:00,8.5174,20.1749,13.0745,36.3078,25,1
04-07-2022,09:40:00,8.8327,29.5195,11.5844,31.1726,25,1
04-07-2022,10:00:00,6.013,20.6905,11.2056,23.4786,24,1
04-07-2022,10:20:00,6.4507,20.1656,16.5514,19.5873,24,1
04-07-2022,10:40:00,8.0757,20.5766,16.9316,26.4194,24,1
04-07-2022,11:00:00,5.6788,22.0687,7.1085,23.3853,23,1
04-07-2022,11:20:00,6.0162,18.1476,5.4273,24.3995,23,1
04-07-2022,11:40:00,6.8184,18.8988,12.6762,32.239,23,1
04-07-2022,12:00:00,8.8477,23.6761,12.0464,33.8132,23,1
04-07-2022,12:20:00,8.4466,26.8587,15.5468,33.7097,24,1
04-07-2022,12:40:00,6.5821,25.5292,12.5622,30.2404,25,1
04-07-2022,13:00:00,6.8973,23.609,16.1905,21.8287,26,1
04-07-2022,13:20:00,8.8947,21.7633,17.4891,35.4902,28,1
04-07-2022,13:40:00,8.5664,27.6851,8.6983,17.9384,30,1
04-07-2022,14:00:00,6.3573,24.4238,19.2282,30.5405,33,1
04-07-2022,14:20:00,5.902,26.9292,8.1962,26.0492,33,1
04-07-2022,14:40:00,7.9065,20.9987,16.211,20.3289,33,1
04-07-2022,15:00:00,5.8995,29.746,19.8284,15.0805,33,1
04-07-2022,15:20:00,6.2692,18.1417,14.949,36.1993,32,1
04-07-2022,15:40:00,7.5723,22.3283,16.5052,37.7862,30,1
04-07-2022,16:00:00,6.1306,23.2811,11.4991,35.9772,29,1
04-07-2022,16:20:00,8.1698,23.5765,14.3219,39.451,28,1
04-07-2022,16:40:00,7.9557,30.3427,9.0487,30.4115,27,1
04-07-2022,17:00:00,8.4028,21.3445,11.9042,22.845,26,1
04-07-2022,17:20:00,8.0604,18.1173,9.6775,19.1945,25,1
04-07-2022,17:40:00,7.7294,26.166,5.0859,27.9742,25,1
04-07-2022,18:00:00,8.4457,18.4218,19.7095,34.8865,24,1
04-07-2022,18:20:00,8.5452,29.1027,9.2971,23.7216,24,1
04-07-2022,18:40:00,6.0586,23.2488,16.0708,22.2162,23,1
04-07-2022,19:00:00,8.2857,18.559,10.8268,26.6424,23,1
04-07-2022,19:20:00,6.4735,21.7384,19.2151,37.8604,23,1
04-07-2022,19:40:00,5.8043,26.0466,10.8772,16.3043,23,1
04-07-2022,20:00:00,6.4083,18.2993,13.8357,33.9142,22,1
04-07-2022,20:20:00,8.3648,23.8534,18.5085,30.8943,24,1
04-07-2022,20:40:00,8.64,19.0199,16.6922,15.3201,25,1
04-07-2022,21:00:00,8.5346,29.2976,8.7761,29.9676,26,1
04-07-2022,21:20:00,8.7887,21.4777,6.054,21.7797,28,1
04-07-2022,21:40:00,6.3042,18.9883,8.9219,30.2657,30,1
04-07-2022,22:00:00,5.5445,28.9932,5.5875,33.4689,33,1
04-07-2022,22:20:00,6.8006,26.7562,17.9141,26.9297,33,1
04-07-2022,22:40:00,7.8538,24.4024,11.074,32.0521,33,1
04-07-2022,23:00:00,6.0549,27.3077,17.7991,23.5763,33,1
04-07-2022,23:20:00,6.4813,28.8473,5.5999,26.9468,31,1
04-07-2022,23:40:00,7.7174,21.6464,16.1105,38.8123,29,1
04-07-2022,00:00:00,6.1877,25.4675,14.6514,32.9576,27,1
04-07-2022,00:20:00,7.473,25.9975,19.853,17.9634,26,1
04-07-2022,00:40:00,7.8605,18.963,16.0473,38.8747,25,1
04-07-2022,01:00:00,6.4171,29.4139,15.9402,33.9388,24,1
04-07-2022,01:20:00,7.1618,26.5272,7.4619,35.6022,24,1
04-07-2022,01:40:00,8.7303,18.4331,15.343,38.4384,23,1
04-07-2022,02:00:00,7.7516,20.9406,16.5417,39.9558,23,1
04-07-2022,02:20:00,8.6538,22.7732,5.9217,38.7164,22,1
04-07-2022,02:40:00,6.1797,22.852,18.676,30.9524,22,1
04-07-2022,03:00:00,7.5561,27.8928,17.3992,28.7862,22,1
04-07-2022,03:20:00,6.6113,18.4829,13.4962,16.9977,22,1
04-07-2022,03:40:00,8.3684,29.9081,11.2532,25.562,21,1
04-07-2022,04:00:00,8.8961,22.7527,15.6719,32.3148,21,1
04-07-2022,04:20:00,5.6913,18.0688,5.3703,33.8358,23,1
04-07-2022,04:40:00,8.4463,18.0935,10.999,17.7153,25,1
04-07-2022,05:00:00,8.44,26.6825,12.2469,33.5085,26,1
04-07-2022,05:20:00,6.6747,29.3852,14.8643,35.1276,28,1
04-07-2022,05:40:00,6.708,23.5574,7.4752,35.8313,30,1
04-07-2022,06:00:00,8.4115,24.5002,13.9422,39.9023,32,1
04-07-2022,06:20:00,8.4435,24.2715,19.0838,35.0777,32,1
04-07-2022,06:40:00,5.9287,18.424,12.3131,17.8516,31,1
04-07-2022,07:00:00,8.1568,25.5851,19.5391,30.1587,31,1
05-07-2022,07:20:00,7.841,28.5007,16.681,38.403,30,1
05-07-2022,07:40:00,6.3407,27.9355,13.758,31.2237,28,1
05-07-2022,08:00:00,5.5547,30.0325,8.8363,20.0953,27,1
05-07-2022,08:20:00,8.6775,30.3716,13.4335,38.0047,26,1
05-07-2022,08:40:00,8.6828,27.6199,9.6626,17.2741,26,1
05-07-2022,09:00:00,8.6855,30.0461,12.2299,17.6625,25,1
05-07-2022,09:20:00,5.8301,30.0189,11.7145,16.8059,24,1
05-07-2022,09:40:00,6.9007,30.7268,16.3316,38.8364,24,1
05-07-2022,10:00:00,7.9938,22.1727,11.6694,16.7203,23,1
05-07-2022,10:20:00,8.4692,22.4688,9.7611,26.2125,23,1
05-07-2022,10:40:00,7.2078,22.5201,19.7478,35.7172,23,1
05-07-2022,11:00:00,6.8373,28.5634,9.3927,32.8499,22,1
05-07-2022,11:20:00,8.1245,27.5724,18.0957,15.149,22,1
05-07-2022,11:40:00,7.0124,25.7649,7.2918,15.4658,22,1
05-07-2022,12:00:00,6.9951,21.6868,13.0504,17.5721,22,1
05-07-2022,12:20:00,8.9024,29.8089,15.1391,35.5846,23,1
05-07-2022,12:40:00,7.7224,26.7688,14.1628,26.4478,24,1
05-07-2022,13:00:00,5.5768,24.3592,13.5356,39.9744,26,1
05-07-2022,13:20:00,5.9619,28.2657,13.0741,23.6789,27,1
05-07-2022,13:40:00,7.7685,22.4991,19.3383,30.836,29,1
05-07-2022,14:00:00,5.5718,27.9384,11.6982,20.4029,31,1
05-07-2022,14:20:00,6.246,21.6823,18.1171,37.1695,31,1
05-07-2022,14:40:00,8.3794,25.8909,6.6349,16.1753,32,1
05-07-2022,15:00:00,7.213,21.7945,15.2693,36.0402,32,1
05-07-2022,15:20:00,6.5496,19.7963,10.9936,32.7086,31,1
05-07-2022,15:40:00,6.062,22.098,14.9156,29.7833,29,1
05-07-2022,16:00:00,8.7961,23.8765,17.4438,33.7783,28,1
05-07-2022,16:20:00,6.5671,29.9825,17.3536,39.454,26,1
05-07-2022,16:40:00,7.1543,29.2519,8.3795,39.9627,25,1
05-07-2022,17:00:00,6.4999,19.5305,6.2987,27.4526,24,1
05-07-2022,17:20:00,7.8042,20.5261,17.6848,16.0525,23,1
05-07-2022,17:40:00,8.9349,29.9307,8.4639,35.9369,23,1
05-07-2022,18:00:00,6.2401,26.092,6.8313,34.5419,23,1
05-07-2022,18:20:00,8.2512,26.7672,18.5114,33.1408,22,1
05-07-2022,18:40:00,8.6185,20.1414,6.3009,21.3569,22,1
05-07-2022,19:00:00,6.887,21.0251,17.9699,15.7275,22,1
05-07-2022,19:20:00,7.1261,24.8679,14.5199,39.7132,22,1
05-07-2022,19:40:00,5.7327,18.1271,16.0247,21.1031,21,1
05-07-2022,20:00:00,6.3607,27.7017,19.5584,35.442,21,1
05-07-2022,20:20:00,7.2901,28.4454,12.9083,17.5861,23,1
05-07-2022,20:40:00,6.2387,22.5143,11.1462,29.0914,24,1
05-07-2022,21:00:00,6.5677,27.7967,13.5596,34.0411,26,1
05-07-2022,21:20:00,6.2361,26.9935,18.0627,19.7095,29,1
05-07-2022,21:40:00,8.8994,22.3302,6.7203,38.0283,31,1
05-07-2022,22:00:00,5.9574,25.3301,6.9275,21.1924,34,1
05-07-2022,22:20:00,6.9972,30.3909,9.2745,30.4825,33,1
05-07-2022,22:40:00,6.7714,27.1238,10.677,29.8148,33,1
05-07-2022,23:00:00,6.3909,24.1027,17.4364,35.6314,33,1
05-07-2022,23:20:00,5.9243,29.5312,18.9561,20.1442,31,1
05-07-2022,23:40:00,7.3402,26.9696,11.2621,17.2572,29,1
05-07-2022,00:00:00,8.0964,26.2503,8.1957,20.8886,27,1
05-07-2022,00:20:00,7.7534,18.523,16.2371,33.1848,26,1
05-07-2022,00:40:00,6.1812,19.4591,17.6776,31.6038,25,1
05-07-2022,01:00:00,7.5461,26.7999,11.7073,33.0199,24,1
05-07-2022,01:20:00,7.4383,29.3845,6.3531,25.0736,24,1
05-07-2022,01:40:00,6.6089,22.8757,8.65,25.643,23,1
05-07-2022,02:00:00,8.4247,26.2267,15.1046,16.8602,23,1
05-07-2022,02:20:00,6.656,22.3084,17.0679,36.0445,22,1
05-07-2022,02:40:00,8.1637,23.0122,17.0188,37.8879,22,1
05-07-2022,03:00:00,6.4894,19.5532,15.3581,33.8778,21,1
05-07-2022,03:20:00,8.239,28.3244,7.7749,39.1995,21,1
05-07-2022,03:40:00,8.9359,30.9616,8.0586,18.1994,21,1
05-07-2022,04:00:00,6.0651,19.8544,12.7833,38.1789,21,1
05-07-2022,04:20:00,5.5531,20.3063,17.8153,21.4528,23,1
05-07-2022,04:40:00,7.5745,19.4288,15.8239,32.4818,25,1
05-07-2022,05:00:00,6.8783,18.5882,14.0363,27.1948,26,1
05-07-2022,05:20:00,8.6069,29.9566,15.7805,19.837,29,1
05-07-2022,05:40:00,6.1844,22.1901,11.8367,29.5431,31,1
05-07-2022,06:00:00,7.8245,19.1645,15.0976,39.3241,33,1
05-07-2022,06:20:00,7.8093,20.2131,15.1433,20.4045,33,1
05-07-2022,06:40:00,7.6511,19.4029,19.7148,23.7724,33,1
05-07-2022,07:00:00,6.7414,30.7781,16.8616,27.4126,32,1
06-07-2022,07:20:00,6.9032,22.6755,16.8302,19.339,31,1
06-07-2022,07:40:00,7.7202,20.1358,6.241,38.2682,29,1
06-07-2022,08:00:00,6.0467,20.211,6.066,21.9762,28,1
06-07-2022,08:20:00,5.9674,26.0597,6.6607,38.6173,27,1
06-07-2022,08:40:00,8.3711,18.1687,6.1099,30.9404,26,1
06-07-2022,09:00:00,6.0313,18.3249,16.3171,26.3983,25,1
06-07-2022,09:20:00,6.6685,24.1154,5.4235,18.236,24,1
06-07-2022,09:40:00,6.4918,29.3588,11.0936,36.4766,23,1
06-07-2022,10:00:00,8.5783,24.5203,7.1948,18.4751,22,1
06-07-2022,10:20:00,7.132,20.44,9.4105,21.5237,23,1
06-07-2022,10:40:00,6.8583,22.5755,15.576,28.477,24,1
06-07-2022,11:00:00,6.6397,22.0578,19.5367,34.1555,24,1
06-07-2022,11:20:00,7.9359,27.6899,7.4412,27.9963,24,1
06-07-2022,11:40:00,6.2653,22.0741,19.2416,28.8824,24,1
06-07-2022,12:00:00,7.9296,20.1176,17.6748,35.1337,24,1
06-07-2022,12:20:00,5.5126,24.7685,13.3705,15.4591,25,1
06-07-2022,12:40:00,8.0519,20.1873,17.2789,17.5285,26,1
06-07-2022,13:00:00,7.6063,18.1981,16.1209,36.0646,26,1
06-07-2022,13:20:00,7.0306,25.3264,15.6938,34.03,29,1
06-07-2022,13:40:00,8.1548,30.9954,19.1247,19.89,32,1
06-07-2022,14:00:00,7.0381,20.9788,7.2427,28.7264,34,1
06-07-2022,14:20:00,6.6311,30.8941,15.41,37.2671,35,1
06-07-2022,14:40:00,8.9464,30.6126,8.4507,39.2633,35,1
06-07-2022,15:00:00,7.528,25.8068,18.9458,27.7116,36,1
06-07-2022,15:20:00,6.4096,20.6729,13.7892,26.7765,33,1
06-07-2022,15:40:00,6.6886,21.9933,14.0058,21.4479,30,1
06-07-2022,16:00:00,6.1262,26.2443,12.1188,18.0268,27,1
06-07-2022,16:20:00,8.0939,27.3125,18.4517,37.0214,26,1
06-07-2022,16:40:00,6.6775,30.6997,5.0154,39.6174,26,1
06-07-2022,17:00:00,6.7266,20.6703,11.6824,27.2731,25,1
06-07-2022,17:20:00,6.4528,27.6522,17.8915,23.538,25,1
06-07-2022,17:40:00,8.4561,20.3403,17.3682,33.2095,24,1
06-07-2022,18:00:00,8.4129,29.4461,15.0594,15.6508,23,1
06-07-2022,18:20:00,7.6318,20.6425,15.357,31.6681,23,1
06-07-2022,18:40:00,5.5611,21.1767,15.977,26.2555,22,1
06-07-2022,19:00:00,8.554,28.566,10.4667,18.1249,21,1
06-07-2022,19:20:00,7.2913,24.9364,7.508,32.1145,21,1
06-07-2022,19:40:00,7.1967,24.938,15.5981,39.225,21,1
06-07-2022,20:00:00,8.6752,25.9894,12.5025,31.2241,20,1
06-07-2022,20:20:00,8.5538,27.8861,16.8123,24.2697,22,1
06-07-2022,20:40:00,7.2941,18.5139,17.7434,22.2925,25,1
06-07-2022,21:00:00,8.3404,23.3147,9.3647,31.0733,27,1
06-07-2022,21:20:00,6.4354,25.1531,11.4327,37.5693,29,1
06-07-2022,21:40:00,8.3258,28.9426,11.7297,33.4784,32,1
06-07-2022,22:00:00,6.3977,25.0023,14.2958,30.2897,34,1
06-07-2022,22:20:00,6.9199,29.4637,8.1268,21.8152,34,1
06-07-2022,22:40:00,6.901,20.3123,13.9833,23.2189,34,1
06-07-2022,23:00:00,8.6012,21.4626,10.3537,30.1453,35,1
06-07-2022,23:20:00,7.0012,22.9305,10.1456,17.4829,32,1
06-07-2022,23:40:00,5.8342,23.1508,19.7624,15.944,29,1
06-07-2022,00:00:00,8.0512,19.6376,9.1884,28.6871,27,1
06-07-2022,00:20:00,6.9561,29.4905,18.7186,22.8704,26,1
06-07-2022,00:40:00,6.9379,24.3473,9.8497,31.2444,25,1
06-07-2022,01:00:00,8.0387,24.8807,13.5775,28.924,24,1
06-07-2022,01:20:00,6.0278,28.6999,16.3782,21.493,23,1
06-07-2022,01:40:00,6.1434,19.6582,19.6454,16.5944,22,1
06-07-2022,02:00:00,6.5739,22.2324,18.0893,15.2761,21,1
06-07-2022,02:20:00,6.4266,27.2094,18.3749,36.1218,20,1
06-07-2022,02:40:00,8.4147,24.4099,13.5679,18.4434,19,1
06-07-2022,03:00:00,7.7439,22.6145,12.2334,17.3978,19,1
06-07-2022,03:20:00,8.5678,25.7088,10.1777,30.8815,19,1
06-07-2022,03:40:00,7.0206,26.3554,7.712,24.1104,19,1
06-07-2022,04:00:00,5.7274,21.0105,7.8862,16.3671,19,1
06-07-2022,04:20:00,6.9921,20.957,13.2998,27.007,21,1
06-07-2022,04:40:00,8.9417,27.9212,15.1718,35.8481,23,1
06-07-2022,05:00:00,8.3133,28.8453,15.5128,17.8663,25,1
06-07-2022,05:20:00,7.508,20.6848,18.235,27.4809,28,1
06-07-2022,05:40:00,8.5081,24.2751,18.0971,29.4227,30,1
06-07-2022,06:00:00,8.5291,28.3629,16.7489,30.0804,33,1
06-07-2022,06:20:00,6.1636,18.2287,18.2663,16.2024,33,1
06-07-2022,06:40:00,8.674,27.6119,16.2503,34.681,33,1
06-07-2022,07:00:00,7.6182,20.6605,11.688,39.2075,34,1
07-07-2022,07:20:00,7.9989,19.0015,5.3077,36.9513,31,1
07-07-2022,07:40:00,8.0692,27.7565,15.191,15.3425,29,1
07-07-2022,08:00:00,8.5027,19.9336,15.843,38.7448,27,1
07-07-2022,08:20:00,6.8033,19.0332,8.7025,30.8274,26,1
07-07-2022,08:40:00,6.2411,25.0707,13.152,19.9609,25,1
07-07-2022,09:00:00,8.8603,18.6964,7.2199,39.2896,24,1
07-07-2022,09:20:00,8.0571,19.0967,19.0863,33.266,23,1
07-07-2022,09:40:00,6.8979,23.3174,7.4732,19.3411,22,1
07-07-2022,10:00:00,5.7168,22.8134,19.6171,22.4724,22,1
07-07-2022,10:20:00,5.6947,22.4503,7.9849,22.2974,21,1
07-07-2022,10:40:00,8.3844,22.0236,10.3599,17.5275,21,1
07-07-2022,11:00:00,7.1647,26.4729,6.4184,31.3448,20,1
07-07-2022,11:20:00,7.3145,25.9914,19.4292,19.6082,20,1
07-07-2022,11:40:00,7.598,24.6864,15.9437,34.3737,20,1
07-07-2022,12:00:00,8.485,29.8461,19.4917,25.7292,20,1
07-07-2022,12:20:00,8.2543,27.9059,13.1195,23.0198,22,1
07-07-2022,12:40:00,8.3219,30.4561,7.1213,32.467,24,1
07-07-2022,13:00:00,5.9031,22.3485,5.9105,38.2309,26,1
07-07-2022,13:20:00,6.8257,23.3152,13.1039,26.4705,28,1
07-07-2022,13:40:00,5.5309,19.1516,12.3255,20.9339,31,1
07-07-2022,14:00:00,7.6649,21.6638,10.6035,27.1778,33,1
07-07-2022,14:20:00,7.2647,27.9793,10.6002,27.3095,33,1
07-07-2022,14:40:00,8.7577,19.3856,9.411,27.43,34,1
07-07-2022,15:00:00,6.2894,24.4982,5.895,39.2447,34,1
07-07-2022,15:20:00,8.572,25.9807,15.7535,33.4577,31,1
07-07-2022,15:40:00,5.9348,25.3471,12.7313,19.1773,29,1
07-07-2022,16:00:00,7.9762,22.0317,7.7126,31.2811,26,1
07-07-2022,16:20:00,5.5283,23.234,10.3367,27.9397,25,1
07-07-2022,16:40:00,5.5314,23.172,7.5371,35.5483,24,1
07-07-2022,17:00:00,6.8421,23.9058,14.7551,15.1598,23,1
07-07-2022,17:20:00,5.5473,25.7302,19.634,33.0494,23,1
07-07-2022,17:40:00,7.186,28.4984,16.9034,18.0286,22,1
07-07-2022,18:00:00,5.5711,23.9996,11.0194,39.4651,22,1
07-07-2022,18:20:00,8.3554,21.7926,10.1955,37.9665,21,1
07-07-2022,18:40:00,7.7455,28.7141,18.8529,31.9442,21,1
07-07-2022,19:00:00,6.9675,22.1627,19.7564,15.7119,21,1
07-07-2022,19:20:00,6.2214,21.0137,8.5651,16.4612,21,1
07-07-2022,19:40:00,6.2108,24.5971,13.8808,25.0173,20,1
07-07-2022,20:00:00,6.7229,21.6281,18.2842,23.2612,20,1
07-07-2022,20:20:00,6.7155,18.8289,11.3425,30.0767,22,1
07-07-2022,20:40:00,6.606,20.9391,11.5564,37.932,23,1
07-07-2022,21:00:00,7.4511,23.3615,5.3911,17.5268,25,1
07-07-2022,21:20:00,6.6083,27.0939,10.4556,16.5934,27,1
07-07-2022,21:40:00,8.6346,18.1948,18.2476,17.6613,30,1
07-07-2022,22:00:00,5.5736,23.1373,11.1932,23.2094,32,1
07-07-2022,22:20:00,6.0601,30.8759,10.4484,29.7406,32,1
07-07-2022,22:40:00,7.6251,29.3704,7.1613,23.762,32,1
07-07-2022,23:00:00,7.6377,29.0332,11.0533,16.8111,32,1
07-07-2022,23:20:00,6.223,18.6958,8.9735,31.7977,30,1
07-07-2022,23:40:00,6.0448,24.6126,12.4992,16.1952,29,1
07-07-2022,00:00:00,7.8283,21.9308,11.2949,33.3667,27,1
07-07-2022,00:20:00,6.7161,19.5431,10.9706,18.0699,26,1
07-07-2022,00:40:00,7.3663,30.1494,11.8294,29.2902,26,1
07-07-2022,01:00:00,5.8523,25.0504,8.9025,32.8165,25,1
07-07-2022,01:20:00,6.5636,23.4069,15.9434,21.1349,25,1
07-07-2022,01:40:00,6.8975,27.9503,10.3763,31.9749,25,1
07-07-2022,02:00:00,6.5943,23.6926,11.2838,23.5481,24,1
07-07-2022,02:20:00,6.2377,23.5595,7.8294,32.0783,24,1
07-07-2022,02:40:00,5.6023,23.6842,6.709,19.5809,24,1
07-07-2022,03:00:00,6.9342,20.5379,10.7323,27.0853,24,1
07-07-2022,03:20:00,7.5188,24.0712,6.4185,30.6588,24,1
07-07-2022,03:40:00,6.5876,25.5283,9.7505,23.7038,23,1
07-07-2022,04:00:00,8.7061,23.5049,11.9939,29.6741,22,1
07-07-2022,04:20:00,7.42,22.6646,9.0434,32.431,23,1
07-07-2022,04:40:00,7.5596,22.8438,9.6073,29.9639,25,1
07-07-2022,05:00:00,5.5864,20.9732,9.453,21.3464,26,1
07-07-2022,05:20:00,8.9822,28.2762,16.5594,19.132,27,1
07-07-2022,05:40:00,6.4937,18.4702,10.1932,21.9781,28,1
07-07-2022,06:00:00,8.8281,19.0009,13.5069,27.6739,30,1
07-07-2022,06:20:00,7.762,30.081,12.4099,29.3943,30,1
07-07-2022,06:40:00,6.0659,22.5777,13.1426,32.7634,30,1
07-07-2022,07:00:00,8.862,28.5546,8.6531,15.9087,30,1
08-07-2022,07:20:00,8.4271,19.6616,8.2242,30.2524,29,1
08-07-2022,07:40:00,5.8867,30.8254,10.6938,34.8405,28,1
08-07-2022,08:00:00,8.8969,21.4384,12.4794,34.99,27,1
08-07-2022,08:20:00,8.2984,26.0807,6.7996,30.1501,26,1
08-07-2022,08:40:00,7.93,29.7969,13.0563,35.7156,26,1
08-07-2022,09:00:00,7.1979,23.1699,17.9206,27.9451,25,1
08-07-2022,09:20:00,7.106,23.3904,15.0474,26.7138,25,1
08-07-2022,09:40:00,7.3624,26.4408,12.0767,18.7608,24,1
08-07-2022,10:00:00,5.652,25.9166,8.4204,17.1325,24,1
08-07-2022,10:20:00,6.8111,27.2629,8.9801,17.1858,24,1
08-07-2022,10:40:00,5.7081,25.0919,16.944,20.946,23,1
08-07-2022,11:00:00,7.2392,23.2739,13.62,21.2667,23,1
08-07-2022,11:20:00,8.1039,18.6755,19.0336,24.2104,23,1
08-07-2022,11:40:00,8.2374,21.0815,13.5147,35.6516,23,1
08-07-2022,12:00:00,8.7138,20.2339,16.2354,25.1722,23,1
08-07-2022,12:20:00,7.9207,26.3935,16.3498,18.8638,24,1
08-07-2022,12:40:00,8.5082,21.2015,18.2636,28.0228,25,1
08-07-2022,13:00:00,6.3041,30.6669,16.872,33.0524,26,1
08-07-2022,13:20:00,6.5033,24.5972,15.8255,23.2943,27,1
08-07-2022,13:40:00,8.1084,25.7635,16.8739,25.4845,28,1
08-07-2022,14:00:00,8.3172,22.8488,9.5097,18.1523,28,1
08-07-2022,14:20:00,8.8569,18.5136,11.7198,33.9189,29,1
08-07-2022,14:40:00,6.226,27.1263,8.5567,19.5299,30,1
08-07-2022,15:00:00,8.7544,20.849,8.5283,31.4046,31,1
08-07-2022,15:20:00,7.4702,18.371,9.6723,27.3473,30,1
08-07-2022,15:40:00,8.3845,25.7127,15.0413,21.0176,28,1
08-07-2022,16:00:00,7.767,27.1089,15.4157,19.6167,27,1
08-07-2022,16:20:00,8.2585,29.8593,15.1485,30.9659,26,1
08-07-2022,16:40:00,7.5989,26.8873,10.4562,39.9201,25,1
08-07-2022,17:00:00,6.193,27.2658,8.5463,16.57,25,1
08-07-2022,17:20:00,7.0377,27.3156,19.1303,27.2373,24,1
08-07-2022,17:40:00,8.0229,30.1353,12.1894,27.6423,24,1
08-07-2022,18:00:00,7.5925,22.6237,6.5213,18.9361,23,1
08-07-2022,18:20:00,6.5209,26.9069,13.074,15.156,23,1
08-07-2022,18:40:00,6.72,27.6334,5.8158,28.8787,23,1
08-07-2022,19:00:00,8.8762,30.3212,8.3895,31.1827,23,1
08-07-2022,19:20:00,7.6479,29.37,14.9326,29.2502,23,1
08-07-2022,19:40:00,6.2684,28.7416,7.1699,33.4938,22,1
08-07-2022,20:00:00,8.241,23.0224,12.36,20.716,22,1
08-07-2022,20:20:00,7.0549,23.6938,14.2344,30.8893,23,1
08-07-2022,20:40:00,6.7711,27.3696,11.6266,28.5165,24,1
08-07-2022,21:00:00,8.1239,26.6779,9.6341,22.8618,25,1
08-07-2022,21:20:00,8.2539,24.5728,15.4548,31.9678,26,1
08-07-2022,21:40:00,8.7411,23.8537,18.8091,21.504,26,1
