,Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
46500,13-12-2022,07:20:00,4.99,29.33788,6.5208,10.914,24,1
46503,13-12-2022,08:20:00,5.6886,28.7408,7.3112,33.864,22,1
46506,13-12-2022,09:20:00,5.8882,28.1842,6.916,35.292,24,1
46509,13-12-2022,10:20:00,5.5888,27.30376,6.5208,32.538,31,1
46512,13-12-2022,11:20:00,5.5888,26.78764,6.7184,15.504,35,1
46515,13-12-2022,12:20:00,5.988,27.43532,8.2992,27.336,34,1
46518,13-12-2022,13:20:00,4.99,27.2734,7.6076,34.884,30,1
46521,13-12-2022,14:20:00,5.0898,27.04064,6.422,29.478,26,1
46524,13-12-2022,15:20:00,5.0898,26.565,6.916,32.232,24,1
46527,13-12-2022,16:20:00,4.99,26.04888,8.0028,34.374,22,1
46530,13-12-2022,17:20:00,5.8882,25.63396,7.0148,18.87,24,1
46533,13-12-2022,18:20:00,5.8882,24.35884,7.3112,27.846,31,1
46536,13-12-2022,19:20:00,5.0898,25.1988,6.422,29.478,35,1
46539,13-12-2022,20:20:00,5.5888,26.74716,6.5208,37.026,35,1
46542,13-12-2022,21:20:00,5.6886,27.1722,7.8052,25.602,30,1
46545,13-12-2022,22:20:00,5.6886,27.8806,7.2124,33.15,26,1
46548,13-12-2022,23:20:00,5.5888,29.98556,6.916,15.606,23,1
46551,14-12-2022,00:20:00,4.99,30.08676,6.422,18.054,21,1
46554,14-12-2022,01:20:00,5.6886,30.67372,8.2992,25.602,22,1
46557,14-12-2022,02:20:00,5.988,32.27268,7.8052,32.13,28,1
46560,14-12-2022,03:20:00,5.8882,31.71608,6.8172,33.762,32,1
46563,14-12-2022,04:20:00,5.2894,31.0178,7.6076,20.91,31,1
46566,14-12-2022,05:20:00,5.6886,30.75468,7.41,17.034,26,1
46569,14-12-2022,06:20:00,5.0898,30.36,6.5208,35.7,23,1
46572,14-12-2022,07:20:00,5.3892,30.1576,7.41,25.092,21,1
46575,14-12-2022,08:20:00,5.0898,29.31764,6.8172,38.046,19,1
46578,14-12-2022,09:20:00,5.1896,28.52828,8.2004,21.42,21,1
46581,14-12-2022,10:20:00,5.5888,28.30564,7.8052,34.374,29,1
46584,14-12-2022,11:20:00,5.0898,27.99192,7.1136,10.404,33,1
46587,14-12-2022,12:20:00,5.8882,27.8806,7.904,13.668,32,1
46590,14-12-2022,13:20:00,5.0898,27.59724,7.41,32.13,26,1
46593,14-12-2022,14:20:00,5.6886,27.10136,6.5208,34.884,23,1
46596,14-12-2022,15:20:00,5.6886,26.37272,6.916,28.764,22,1
46599,14-12-2022,16:20:00,5.489,25.73516,8.0028,16.728,20,1
46602,14-12-2022,17:20:00,5.6886,25.34048,7.8052,14.892,22,1
46605,14-12-2022,18:20:00,5.489,25.01664,7.6076,19.584,29,1
46608,14-12-2022,19:20:00,5.5888,25.3,7.3112,12.444,33,1
46611,14-12-2022,20:20:00,5.0898,25.93756,7.6076,36.924,32,1
46614,14-12-2022,21:20:00,5.7884,26.30188,7.6076,20.196,28,1
46617,14-12-2022,22:20:00,5.3892,27.2734,7.0148,39.372,24,1
46620,14-12-2022,23:20:00,5.0898,28.0324,7.904,17.34,22,1
46623,15-12-2022,00:20:00,5.7884,29.36824,8.2992,25.398,20,1
46626,15-12-2022,01:20:00,5.8882,29.61112,8.398,26.826,22,1
46629,15-12-2022,02:20:00,5.6886,32.25244,8.0028,22.644,29,1
46632,15-12-2022,03:20:00,5.988,31.7768,7.904,32.844,33,1
46635,15-12-2022,04:20:00,5.8882,31.44284,7.904,14.994,32,1
46638,15-12-2022,05:20:00,5.3892,31.0684,6.6196,12.342,28,1
46641,15-12-2022,06:20:00,5.988,30.62312,7.1136,18.972,25,1
46644,15-12-2022,07:20:00,5.1896,29.86412,7.41,17.238,23,1
46647,15-12-2022,08:20:00,5.8882,29.16584,7.7064,35.292,20,1
46650,15-12-2022,09:20:00,5.988,28.82176,8.2992,36.72,23,1
46653,15-12-2022,10:20:00,5.1896,28.336,6.8172,13.362,31,1
46656,15-12-2022,11:20:00,5.7884,28.14372,6.8172,33.762,35,1
46659,15-12-2022,12:20:00,5.3892,27.44544,6.6196,29.988,34,1
46662,15-12-2022,13:20:00,5.988,27.01028,6.916,24.888,29,1
46665,15-12-2022,14:20:00,5.6886,26.74716,6.916,24.072,25,1
46668,15-12-2022,15:20:00,5.8882,26.30188,8.0028,29.274,24,1
46671,15-12-2022,16:20:00,5.8882,25.94768,8.2004,30.498,22,1
46674,15-12-2022,17:20:00,5.7884,25.4518,6.422,11.832,25,1
46677,15-12-2022,18:20:00,5.2894,25.59348,6.6196,33.048,33,1
46680,15-12-2022,19:20:00,5.2894,25.77564,7.41,19.176,36,1
46683,15-12-2022,20:20:00,5.1896,26.818,8.398,32.538,35,1
46686,15-12-2022,21:20:00,5.3892,27.50616,8.2992,32.742,30,1
46689,15-12-2022,22:20:00,5.7884,28.6902,7.7064,34.578,27,1
46692,15-12-2022,23:20:00,5.988,29.18608,7.7064,14.892,25,1
46695,16-12-2022,00:20:00,5.0898,30.09688,7.41,26.622,23,1
46698,16-12-2022,01:20:00,5.5888,31.18984,7.5088,33.354,26,1
46701,16-12-2022,02:20:00,5.3892,32.22208,7.8052,19.89,32,1
46704,16-12-2022,03:20:00,5.3892,32.12088,8.2004,14.688,36,1
46707,16-12-2022,04:20:00,5.3892,31.70596,6.5208,28.152,35,1
46710,16-12-2022,05:20:00,5.6886,30.58264,6.8172,11.22,30,1
46713,16-12-2022,06:20:00,5.0898,30.14748,8.398,20.502,26,1
46716,16-12-2022,07:20:00,5.489,29.41884,7.8052,14.994,24,1
46719,16-12-2022,08:20:00,5.6886,28.86224,6.7184,37.536,22,1
46722,16-12-2022,09:20:00,5.8882,28.6902,8.2992,20.298,23,1
46725,16-12-2022,10:20:00,5.0898,28.34612,8.2992,28.866,29,1
46728,16-12-2022,11:20:00,4.99,27.71868,7.2124,30.294,34,1
46731,16-12-2022,12:20:00,5.0898,28.09312,7.904,38.862,34,1
46734,16-12-2022,13:20:00,5.2894,27.66808,6.916,25.908,29,1
46737,16-12-2022,14:20:00,5.2894,27.00016,7.1136,20.808,25,1
46740,16-12-2022,15:20:00,5.5888,26.39296,8.2992,29.58,22,1
46743,16-12-2022,16:20:00,5.7884,25.94768,7.904,38.658,20,1
46746,16-12-2022,17:20:00,5.2894,25.42144,7.2124,15.096,23,1
46749,16-12-2022,18:20:00,5.2894,26.02864,8.0028,15.096,29,1
46752,16-12-2022,19:20:00,4.99,27.06088,8.1016,18.87,33,1
46755,16-12-2022,20:20:00,5.7884,27.41508,6.7184,30.192,32,1
46758,16-12-2022,21:20:00,5.6886,28.12348,7.2124,27.642,28,1
46761,16-12-2022,22:20:00,5.489,28.85212,6.916,15.198,24,1
46764,16-12-2022,23:20:00,5.2894,29.36824,6.7184,22.134,21,1
46767,17-12-2022,00:20:00,5.3892,29.84388,8.2992,26.01,19,1
46770,17-12-2022,01:20:00,5.3892,30.26892,6.7184,11.934,21,1
46773,17-12-2022,02:20:00,5.0898,32.01968,6.8172,21.42,28,1
46776,17-12-2022,03:20:00,5.3892,31.23032,6.8172,10.812,31,1
46779,17-12-2022,04:20:00,5.3892,30.89636,7.7064,33.558,31,1
46782,17-12-2022,05:20:00,5.0898,30.60288,8.2004,17.646,26,1
46785,17-12-2022,06:20:00,5.8882,30.08676,7.5088,29.988,22,1
46788,17-12-2022,07:20:00,5.7884,29.8034,7.2124,27.336,20,1
46791,17-12-2022,08:20:00,5.1896,29.40872,7.7064,29.682,18,1
46794,17-12-2022,09:20:00,5.5888,29.0444,6.6196,22.236,20,1
46797,17-12-2022,10:20:00,5.5888,28.589,6.916,25.704,27,1
46800,17-12-2022,11:20:00,5.1896,28.44732,6.422,15.3,32,1
46803,17-12-2022,12:20:00,5.3892,27.324,7.41,36.312,31,1
46806,17-12-2022,13:20:00,5.1896,26.89896,7.41,34.272,26,1
46809,17-12-2022,14:20:00,5.1896,26.6662,8.398,16.32,24,1
46812,17-12-2022,15:20:00,5.3892,26.04888,7.3112,11.322,22,1
46815,17-12-2022,16:20:00,5.988,25.67444,6.5208,15.912,19,1
46818,17-12-2022,17:20:00,5.1896,25.38096,6.422,21.726,22,1
46821,17-12-2022,18:20:00,5.489,25.99828,7.1136,11.22,29,1
46824,17-12-2022,19:20:00,5.6886,26.6662,7.6076,38.658,34,1
46827,17-12-2022,20:20:00,5.3892,26.92932,7.2124,38.25,34,1
46830,17-12-2022,21:20:00,5.8882,27.70856,7.5088,17.646,29,1
46833,17-12-2022,22:20:00,5.1896,28.44732,6.422,34.884,26,1
46836,17-12-2022,23:20:00,5.7884,29.84388,6.7184,21.216,25,1
46839,18-12-2022,00:20:00,5.489,30.04628,7.0148,30.906,24,1
46842,18-12-2022,01:20:00,5.2894,31.10888,6.7184,23.664,25,1
46845,18-12-2022,02:20:00,5.7884,32.25244,8.1016,17.136,30,1
46848,18-12-2022,03:20:00,5.988,31.1696,8.2004,13.056,35,1
46851,18-12-2022,04:20:00,5.0898,30.67372,7.1136,24.174,35,1
46854,18-12-2022,05:20:00,5.5888,30.36,8.1016,11.22,32,1
46857,18-12-2022,06:20:00,5.5888,29.71232,7.7064,31.314,30,1
46860,18-12-2022,07:20:00,5.0898,29.27716,7.1136,19.074,28,1
46863,18-12-2022,08:20:00,5.3892,28.35624,8.2004,27.948,26,1
46866,18-12-2022,09:20:00,5.5888,28.22468,6.916,27.234,27,1
46869,18-12-2022,10:20:00,4.99,27.81988,8.0028,38.556,31,1
46872,18-12-2022,11:20:00,5.8882,27.7288,6.6196,25.908,34,1
46875,18-12-2022,12:20:00,5.2894,28.55864,7.6076,27.846,34,1
46878,18-12-2022,13:20:00,5.7884,27.92108,7.6076,19.89,29,1
46881,18-12-2022,14:20:00,5.0898,27.74904,7.1136,43.962,25,1
46884,18-12-2022,15:20:00,5.1896,27.6276,6.8172,37.638,23,1
46887,18-12-2022,16:20:00,5.6886,27.50616,6.8172,18.972,20,1
46890,18-12-2022,17:20:00,5.0898,27.34424,7.41,38.862,23,1
46893,18-12-2022,18:20:00,5.8882,27.73892,6.5208,30.804,30,1
46896,18-12-2022,19:20:00,5.5888,28.10324,6.422,37.128,34,1
46899,18-12-2022,20:20:00,5.3892,28.60924,7.7064,45.492,33,1
46902,18-12-2022,21:20:00,5.7884,29.01404,6.916,28.764,28,1
46905,18-12-2022,22:20:00,5.489,29.68196,6.7184,37.23,25,1
46908,18-12-2022,23:20:00,5.3892,29.88436,8.398,41.31,23,1
46911,19-12-2022,00:20:00,5.1896,30.55228,7.5088,29.274,21,1
46914,19-12-2022,01:20:00,5.988,30.95708,6.916,25.704,23,1
46917,19-12-2022,02:20:00,5.988,31.36188,6.8172,33.558,30,1
46920,19-12-2022,03:20:00,5.5888,31.0684,7.5088,24.99,35,1
46923,19-12-2022,04:20:00,5.988,30.67372,6.8172,34.17,34,1
46926,19-12-2022,05:20:00,5.5888,30.28916,7.7064,38.556,30,1
46929,19-12-2022,06:20:00,5.1896,30.0564,8.1016,25.908,26,1
46932,19-12-2022,07:20:00,5.988,30.04628,8.0028,45.798,25,1
46935,19-12-2022,08:20:00,4.99,29.82364,7.6076,29.784,23,1
46938,19-12-2022,09:20:00,5.8882,29.41884,7.0148,29.886,26,1
46941,19-12-2022,10:20:00,5.3892,29.32776,7.904,34.578,34,1
46944,19-12-2022,11:20:00,5.1896,29.06464,7.6076,36.312,37,1
46947,19-12-2022,12:20:00,5.1896,28.47768,7.2124,44.574,36,1
46950,19-12-2022,13:20:00,5.6886,28.17408,6.6196,41.412,31,1
46953,19-12-2022,14:20:00,5.6886,27.24304,7.904,41.208,27,1
46956,19-12-2022,15:20:00,5.1896,27.00016,6.5208,41.412,25,1
46959,19-12-2022,16:20:00,5.2894,26.68644,7.2124,31.008,23,1
46962,19-12-2022,17:20:00,5.1896,26.32212,7.41,33.66,26,1
46965,19-12-2022,18:20:00,5.1896,27.94132,8.2004,24.378,34,1
46968,19-12-2022,19:20:00,4.99,29.01404,6.422,17.952,37,1
46971,19-12-2022,20:20:00,5.0898,29.78316,6.5208,35.904,36,1
46974,19-12-2022,21:20:00,4.99,30.04628,6.7184,36.822,31,1
46977,19-12-2022,22:20:00,5.7884,30.16772,7.904,44.982,28,1
46980,19-12-2022,23:20:00,5.2894,30.7648,7.1136,44.676,26,1
46983,20-12-2022,00:20:00,5.5888,31.54404,8.2004,34.578,24,1
46986,20-12-2022,01:20:00,5.8882,31.93872,7.0148,34.272,27,1
46989,20-12-2022,02:20:00,5.8882,31.26068,7.3112,34.884,35,1
46992,20-12-2022,03:20:00,5.489,30.97732,6.422,34.986,38,1
46995,20-12-2022,04:20:00,5.6886,30.45108,8.398,32.13,37,1
46998,20-12-2022,05:20:00,4.99,30.17784,7.5088,19.176,33,1
47001,20-12-2022,06:20:00,5.8882,29.854,7.6076,28.662,29,1
47004,20-12-2022,07:20:00,5.7884,29.601,8.398,43.452,27,1
47007,20-12-2022,08:20:00,5.0898,29.53016,7.6076,39.168,25,1
47010,20-12-2022,09:20:00,5.988,29.40872,7.6076,25.398,28,1
47013,20-12-2022,10:20:00,5.0898,29.35812,7.41,43.962,36,1
47016,20-12-2022,11:20:00,5.5888,28.77116,8.0028,45.696,40,1
47019,20-12-2022,12:20:00,5.988,28.37648,7.41,25.194,38,1
47022,20-12-2022,13:20:00,5.3892,28.2348,8.0028,22.338,33,1
47025,20-12-2022,14:20:00,5.6886,28.01216,7.7064,34.17,30,1
47028,20-12-2022,15:20:00,5.1896,27.8806,8.2992,38.352,27,1
47031,20-12-2022,16:20:00,5.5888,27.2228,7.8052,29.784,25,1
47034,20-12-2022,17:20:00,4.99,26.82812,7.5088,36.414,28,1
47037,20-12-2022,18:20:00,5.988,27.9312,6.422,29.376,36,1
47040,20-12-2022,19:20:00,5.8882,28.336,6.8172,38.964,39,1
47043,20-12-2022,20:20:00,5.3892,28.62948,7.6076,19.89,38,1
47046,20-12-2022,21:20:00,5.6886,28.91284,6.422,41.106,33,1
47049,20-12-2022,22:20:00,5.489,29.095,7.904,31.11,29,1
47052,20-12-2022,23:20:00,5.2894,29.4998,6.6196,45.39,28,1
47055,21-12-2022,00:20:00,5.2894,30.1576,7.5088,46.002,26,1
47058,21-12-2022,01:20:00,5.8882,30.83564,8.1016,34.272,29,1
47061,21-12-2022,02:20:00,5.6886,31.21008,7.41,19.584,36,1
47064,21-12-2022,03:20:00,5.7884,30.8154,8.1016,45.594,40,1
47067,21-12-2022,04:20:00,5.3892,30.57252,6.7184,42.942,39,1
47070,21-12-2022,05:20:00,5.2894,30.21832,7.6076,38.658,33,1
47073,21-12-2022,06:20:00,5.8882,29.92484,8.2992,18.972,29,1
47076,21-12-2022,07:20:00,5.489,29.79328,6.5208,44.982,27,1
47079,21-12-2022,08:20:00,4.99,29.4998,6.8172,22.848,24,1
47082,21-12-2022,09:20:00,5.0898,29.31764,7.7064,33.456,27,1
47085,21-12-2022,10:20:00,5.6886,29.12536,7.8052,28.05,34,1
47088,21-12-2022,11:20:00,5.6886,28.75092,6.5208,36.108,38,1
47091,21-12-2022,12:20:00,5.5888,28.39672,6.8172,32.64,37,1
47094,21-12-2022,13:20:00,5.0898,28.32588,7.41,29.988,32,1
47097,21-12-2022,14:20:00,5.988,27.9818,7.0148,35.496,28,1
47100,21-12-2022,15:20:00,5.3892,27.7794,6.7184,22.032,25,1
47103,21-12-2022,16:20:00,5.489,27.40496,7.3112,18.054,23,1
47106,21-12-2022,17:20:00,5.1896,27.16208,6.7184,44.574,25,1
47109,21-12-2022,18:20:00,5.988,27.54664,6.6196,21.726,33,1
47112,21-12-2022,19:20:00,5.2894,27.7794,6.8172,37.23,38,1
47115,21-12-2022,20:20:00,5.3892,28.0324,7.904,29.58,37,1
47118,21-12-2022,21:20:00,5.3892,28.77116,8.2004,20.706,31,1
47121,21-12-2022,22:20:00,5.489,28.98368,8.0028,28.968,28,1
47124,21-12-2022,23:20:00,5.1896,29.33788,8.0028,22.44,26,1
47127,22-12-2022,00:20:00,5.3892,30.14748,6.5208,45.9,24,1
47130,22-12-2022,01:20:00,5.8882,30.31952,8.2992,27.642,27,1
47133,22-12-2022,02:20:00,5.7884,31.4732,6.5208,27.03,34,1
47136,22-12-2022,03:20:00,5.1896,31.15948,7.904,38.148,38,1
47139,22-12-2022,04:20:00,5.1896,30.9672,7.1136,30.804,37,1
47142,22-12-2022,05:20:00,5.8882,30.54216,6.5208,25.5,32,1
47145,22-12-2022,06:20:00,5.8882,30.23856,6.6196,23.256,28,1
47148,22-12-2022,07:20:00,5.7884,30.08676,6.5208,42.738,26,1
47151,22-12-2022,08:20:00,5.0898,29.81352,7.0148,26.622,24,1
47154,22-12-2022,09:20:00,5.988,29.48968,8.2004,40.086,27,1
47157,22-12-2022,10:20:00,5.5888,29.1962,8.2992,30.906,35,1
47160,22-12-2022,11:20:00,5.988,28.7408,6.6196,28.662,39,1
47163,22-12-2022,12:20:00,5.7884,29.01404,7.0148,31.11,38,1
47166,22-12-2022,13:20:00,4.99,28.85212,7.904,31.11,33,1
47169,22-12-2022,14:20:00,5.5888,28.47768,8.2004,30.396,28,1
47172,22-12-2022,15:20:00,5.7884,28.24492,6.8172,33.558,26,1
47175,22-12-2022,16:20:00,4.99,28.05264,6.7184,37.638,25,1
47178,22-12-2022,17:20:00,5.5888,27.39484,7.8052,29.172,28,1
47181,22-12-2022,18:20:00,5.6886,28.31576,7.904,34.272,35,1
47184,22-12-2022,19:20:00,5.2894,28.65984,8.398,42.84,39,1
47187,22-12-2022,20:20:00,5.2894,28.86224,8.1016,19.278,38,1
47190,22-12-2022,21:20:00,5.8882,29.35812,7.6076,32.436,33,1
47193,22-12-2022,22:20:00,5.3892,30.03616,7.3112,28.764,30,1
47196,22-12-2022,23:20:00,4.99,30.17784,6.6196,18.054,27,1
47199,23-12-2022,00:20:00,5.6886,30.4612,6.7184,37.23,25,1
47202,23-12-2022,01:20:00,5.0898,30.64336,7.2124,27.642,29,1
47205,23-12-2022,02:20:00,5.6886,31.29104,7.1136,21.9962,36,1
47208,23-12-2022,03:20:00,5.489,30.93684,7.6076,29.7655,39,1
47211,23-12-2022,04:20:00,5.988,30.7648,7.904,44.9005,38,1
47214,23-12-2022,05:20:00,5.2894,30.5624,6.7184,18.8683,34,1
47217,23-12-2022,06:20:00,5.0898,30.4612,7.6076,37.2321,30,1
47220,23-12-2022,07:20:00,5.7884,30.24868,8.398,42.7816,27,1
47223,23-12-2022,08:20:00,5.988,30.107,7.6076,29.7655,25,1
47226,23-12-2022,09:20:00,5.3892,29.81352,7.1136,35.7186,29,1
47229,23-12-2022,10:20:00,5.2894,29.601,7.904,44.0933,36,1
47232,23-12-2022,11:20:00,5.0898,29.26704,7.2124,19.171,39,1
47235,23-12-2022,12:20:00,5.5888,29.37836,7.3112,25.3259,38,1
47238,23-12-2022,13:20:00,5.1896,28.7914,7.2124,24.4178,33,1
47241,23-12-2022,14:20:00,5.988,28.44732,7.7064,24.1151,30,1
47244,23-12-2022,15:20:00,5.3892,28.10324,8.2992,42.4789,28,1
47247,23-12-2022,16:20:00,5.489,27.65796,6.7184,19.4737,26,1
47250,23-12-2022,17:20:00,5.6886,27.35436,7.7064,28.5547,30,1
47253,23-12-2022,18:20:00,5.8882,27.41508,7.904,33.1961,38,1
47256,23-12-2022,19:20:00,5.489,27.76928,8.398,34.4069,41,1
47259,23-12-2022,20:20:00,4.99,28.32588,6.422,33.4988,39,1
47262,23-12-2022,21:20:00,5.489,29.10512,7.41,24.9223,35,1
47265,23-12-2022,22:20:00,5.1896,29.41884,8.0028,26.0322,32,1
47268,23-12-2022,23:20:00,5.8882,29.73256,7.904,43.0843,29,1
47271,24-12-2022,00:20:00,5.0898,30.02604,7.5088,24.3169,27,1
47274,24-12-2022,01:20:00,5.489,30.7648,8.0028,32.9943,30,1
47277,24-12-2022,02:20:00,5.6886,31.33152,8.2992,33.297,36,1
47280,24-12-2022,03:20:00,5.0898,31.05828,8.2004,40.1582,39,1
47283,24-12-2022,04:20:00,5.988,30.92672,8.1016,25.225,38,1
47286,24-12-2022,05:20:00,5.3892,30.84576,8.1016,19.171,34,1
47289,24-12-2022,06:20:00,5.988,30.65348,7.0148,37.4339,31,1
47292,24-12-2022,07:20:00,5.2894,30.53204,6.8172,18.7674,29,1
47295,24-12-2022,08:20:00,5.0898,30.12724,7.0148,33.1961,27,1
47298,24-12-2022,09:20:00,5.7884,29.8034,7.7064,33.1961,29,1
47301,24-12-2022,10:20:00,5.2894,29.7022,8.2004,17.9602,36,1
47304,24-12-2022,11:20:00,5.3892,29.56052,7.7064,30.1691,40,1
47307,24-12-2022,12:20:00,5.2894,28.92296,7.6076,25.9313,38,1
47310,24-12-2022,13:20:00,5.489,28.59912,7.3112,29.6646,35,1
47313,24-12-2022,14:20:00,5.0898,28.31576,7.41,38.4429,32,1
47316,24-12-2022,15:20:00,5.0898,28.17408,6.5208,42.5798,29,1
47319,24-12-2022,16:20:00,5.988,27.53652,6.7184,39.4519,28,1
47322,24-12-2022,17:20:00,5.5888,27.324,7.8052,42.0753,30,1
47325,24-12-2022,18:20:00,5.2894,27.45556,8.2992,41.6717,36,1
47328,24-12-2022,19:20:00,5.7884,27.71868,7.8052,24.7205,40,1
47331,24-12-2022,20:20:00,4.99,28.59912,7.0148,36.324,39,1
47334,24-12-2022,21:20:00,5.0898,28.75092,8.0028,27.243,35,1
47337,24-12-2022,22:20:00,5.7884,29.46944,7.3112,35.0123,32,1
47340,24-12-2022,23:20:00,5.0898,29.96532,6.6196,45.3041,30,1
47343,25-12-2022,00:20:00,5.6886,30.27904,7.8052,26.0322,28,1
47346,25-12-2022,01:20:00,5.1896,31.05828,7.1136,18.4647,31,1
47349,25-12-2022,02:20:00,5.7884,31.33152,7.5088,26.7385,36,1
47352,25-12-2022,03:20:00,5.7884,31.119,8.398,45.405,40,1
47355,25-12-2022,04:20:00,5.489,30.97732,7.5088,34.1042,39,1
47358,25-12-2022,05:20:00,5.489,30.84576,7.5088,45.0014,36,1
47361,25-12-2022,06:20:00,5.7884,30.7142,7.0148,41.8735,33,1
47364,25-12-2022,07:20:00,4.99,30.65348,8.398,44.6987,30,1
47367,25-12-2022,08:20:00,5.0898,30.28916,7.41,25.7295,28,1
47370,25-12-2022,09:20:00,5.7884,29.99568,7.8052,24.7205,31,1
47373,25-12-2022,10:20:00,5.8882,29.82364,6.8172,30.7745,37,1
47376,25-12-2022,11:20:00,5.6886,29.2468,8.0028,17.8593,40,1
47379,25-12-2022,12:20:00,5.988,28.75092,8.2992,41.0663,40,1
47382,25-12-2022,13:20:00,5.1896,28.55864,7.904,29.7655,37,1
47385,25-12-2022,14:20:00,4.99,28.46756,7.41,39.1492,33,1
47388,25-12-2022,15:20:00,4.99,28.26516,7.6076,17.4557,31,1
47391,25-12-2022,16:20:00,5.0898,27.68832,6.6196,34.6087,29,1
47394,25-12-2022,17:20:00,5.8882,27.58712,8.2004,17.7584,32,1
47397,25-12-2022,18:20:00,5.3892,28.29552,7.5088,44.396,38,1
47400,25-12-2022,19:20:00,4.99,28.50804,6.916,22.3998,41,1
47403,25-12-2022,20:20:00,4.99,28.75092,7.41,25.1241,40,1
47406,25-12-2022,21:20:00,5.988,29.2468,8.2992,25.8304,36,1
47409,25-12-2022,22:20:00,4.99,29.47956,7.904,23.207,34,1
47412,25-12-2022,23:20:00,5.6886,30.1576,8.398,45.405,31,1
47415,26-12-2022,00:20:00,5.7884,30.82552,8.0028,34.4069,28,1
47418,26-12-2022,01:20:00,5.5888,31.08864,8.2004,37.6357,31,1
47421,26-12-2022,02:20:00,5.6886,31.372,8.2992,26.5367,38,1
47424,26-12-2022,03:20:00,5.1896,31.10888,7.7064,34.4069,41,1
47427,26-12-2022,04:20:00,5.489,30.9166,8.2004,37.9384,39,1
47430,26-12-2022,05:20:00,5.8882,30.613,7.0148,34.5078,37,1
47433,26-12-2022,06:20:00,5.3892,30.07664,7.41,34.4069,34,1
47436,26-12-2022,07:20:00,5.6886,29.9552,7.8052,38.4429,31,1
47439,26-12-2022,08:20:00,5.8882,29.4492,7.41,39.0483,29,1
47442,26-12-2022,09:20:00,5.0898,29.22656,6.916,42.5798,31,1
47445,26-12-2022,10:20:00,4.99,29.10512,8.2992,43.0843,36,1
47448,26-12-2022,11:20:00,5.988,29.01404,8.0028,35.8195,39,1
47451,26-12-2022,12:20:00,5.2894,28.589,6.8172,27.6466,39,1
47454,26-12-2022,13:20:00,5.1896,28.17408,7.7064,40.5618,35,1
47457,26-12-2022,14:20:00,5.3892,28.02228,6.7184,29.261,32,1
47460,26-12-2022,15:20:00,5.0898,27.96156,7.3112,22.3998,30,1
47463,26-12-2022,16:20:00,5.988,27.49604,8.398,29.7655,28,1
47466,26-12-2022,17:20:00,5.7884,27.39484,8.2004,21.189,31,1
47469,26-12-2022,18:20:00,5.5888,27.58712,6.8172,39.8555,37,1
47472,26-12-2022,19:20:00,5.7884,27.94132,6.422,19.3728,40,1
47475,26-12-2022,20:20:00,5.988,28.2854,8.398,33.0952,39,1
47478,26-12-2022,21:20:00,5.1896,28.59912,7.7064,26.9403,36,1
47481,26-12-2022,22:20:00,5.0898,28.87236,7.3112,38.6447,33,1
47484,26-12-2022,23:20:00,5.1896,29.20632,6.6196,25.225,31,1
47487,27-12-2022,00:20:00,5.7884,30.03616,7.41,39.4519,28,1
47490,27-12-2022,01:20:00,5.489,30.90648,7.1136,18.2629,31,1
47493,27-12-2022,02:20:00,5.6886,31.00768,7.8052,41.6717,38,1
47496,27-12-2022,03:20:00,5.1896,30.73444,7.6076,40.4609,42,1
47499,27-12-2022,04:20:00,5.7884,30.52192,7.8052,28.0502,40,1
47502,27-12-2022,05:20:00,5.3892,30.38024,8.1016,41.0663,37,1
47505,27-12-2022,06:20:00,5.988,30.22844,6.8172,19.7764,34,1
47508,27-12-2022,07:20:00,5.489,29.9552,7.904,37.5348,31,1
47511,27-12-2022,08:20:00,5.8882,29.81352,6.5208,39.9564,29,1
47514,27-12-2022,09:20:00,5.988,29.47956,7.41,44.4969,32,1
47517,27-12-2022,10:20:00,5.7884,29.12536,6.7184,32.4898,39,1
47520,27-12-2022,11:20:00,5.489,28.70032,7.5088,24.1151,43,1
47523,27-12-2022,12:20:00,5.0898,29.26704,7.5088,29.6646,41,1
47526,27-12-2022,13:20:00,5.5888,28.91284,7.904,31.3799,37,1
47529,27-12-2022,14:20:00,5.1896,28.589,7.3112,23.9133,34,1
47532,27-12-2022,15:20:00,5.8882,28.06276,6.6196,45.5059,32,1
47535,27-12-2022,16:20:00,5.0898,27.73892,7.7064,35.9204,29,1
47538,27-12-2022,17:20:00,5.6886,27.39484,7.8052,21.2899,33,1
47541,27-12-2022,18:20:00,5.489,27.66808,7.5088,18.8683,39,1
47544,27-12-2022,19:20:00,5.6886,28.5384,8.0028,33.1961,42,1
47547,27-12-2022,20:20:00,5.988,28.97356,7.2124,39.6537,41,1
47550,27-12-2022,21:20:00,5.8882,29.23668,8.2004,44.2951,37,1
47553,27-12-2022,22:20:00,5.2894,29.63136,6.6196,45.0014,34,1
47556,27-12-2022,23:20:00,5.489,30.36,6.7184,29.4628,32,1
47559,28-12-2022,00:20:00,5.0898,30.89636,8.398,23.7115,30,1
47562,28-12-2022,01:20:00,5.8882,31.30116,6.7184,43.4879,33,1
47565,28-12-2022,02:20:00,5.5888,31.625,7.1136,41.7726,39,1
47568,28-12-2022,03:20:00,5.3892,31.46308,7.3112,40.6627,41,1
47571,28-12-2022,04:20:00,5.0898,31.30116,7.2124,33.8015,40,1
47574,28-12-2022,05:20:00,5.1896,31.119,6.7184,25.1241,38,1
47577,28-12-2022,06:20:00,5.489,30.73444,8.2992,38.9474,34,1
